PostId,UserRep,UserAnswers,PostDay,PostMonth,PostWeekday,PostHour,JoinDay,JoinMonth,JoinWeekday,JoinHour,TitleChars,BodyChars,BodyLines,NumTags,Codish,UserAge,Status
11789891,143,4,3,8,5,6,15,11,2,8,52,314,2,2,4,261,
11789896,15,0,3,8,5,6,5,7,4,5,71,230,2,4,3,29,
11789897,24,1,3,8,5,6,26,7,4,10,56,158,4,1,6,7,
11789902,1,0,3,8,5,6,3,8,5,6,37,229,6,1,0,0,
11789908,13993,632,3,8,5,6,7,11,5,22,54,733,12,2,6,1364,
11789866,15,3,3,8,5,6,24,1,7,5,28,592,21,4,3,922,
11789867,537,7,3,8,5,6,20,4,5,1,44,7765,23,1,42,105,
11789869,3,0,3,8,5,6,1,8,3,3,47,958,33,3,24,2,
11827664,3292,5,6,8,1,12,25,10,1,15,145,471,10,2,20,650,
11827668,1,0,6,8,1,12,30,5,3,17,53,1134,38,4,74,67,
11827669,1,0,6,8,1,12,6,8,1,12,31,647,10,1,8,0,
11826352,1,0,6,8,1,10,12,4,4,13,50,518,13,2,29,115,
11827680,11,1,6,8,1,12,27,7,5,8,59,258,1,2,0,10,
11827681,3,0,6,8,1,12,6,8,1,10,29,910,36,1,28,0,
11825514,1080,65,6,8,1,9,24,6,5,5,42,247,6,3,3,409,
11827695,5,0,6,8,1,12,3,8,5,9,43,154,3,4,2,3,
11883813,8,0,9,8,4,13,5,10,3,16,34,413,2,2,2,308,
11883818,619,13,9,8,4,13,28,8,7,13,70,1956,78,5,56,346,
11883820,177,19,9,8,4,13,6,7,3,9,58,876,21,2,45,400,
11883830,167,2,9,8,4,13,5,6,2,9,72,1964,42,3,138,65,
11883753,2433,14,9,8,4,13,21,7,3,13,65,140,0,1,0,749,
11883835,1,0,9,8,4,13,21,2,2,18,25,731,13,2,0,169,
11883841,65,1,9,8,4,13,25,7,3,12,44,616,19,4,22,15,
11779100,459,29,2,8,4,14,13,6,3,13,19,1149,25,3,26,50,
11778847,1476,74,2,8,4,14,3,9,5,5,60,89,2,3,0,699,
11775533,7,0,2,8,4,10,1,6,5,21,40,312,0,5,0,61,
11775534,1,0,2,8,4,10,1,8,3,10,52,251,4,5,2,1,
11779114,1,0,2,8,4,14,8,7,7,21,53,1952,51,2,88,24,
11778886,1,0,2,8,4,14,26,7,2,3,27,147,0,3,2,373,
11779117,45,1,2,8,4,14,18,2,5,13,40,811,7,2,6,531,
11779122,12,0,2,8,4,14,24,5,4,22,19,866,28,3,60,69,
11779123,110,18,2,8,4,14,6,3,2,15,36,175,0,3,0,148,
11779124,1,0,2,8,4,14,2,8,4,13,41,2872,48,2,52,0,
11779125,25,6,2,8,4,14,16,11,3,14,46,1108,20,4,16,260,
11779132,89,0,2,8,4,14,14,11,1,9,42,525,8,2,0,262,
11779134,1,0,2,8,4,14,22,4,7,17,16,350,2,4,8,101,
11779136,1,0,2,8,4,14,2,8,4,14,108,174,2,4,0,0,
11779107,1,0,2,8,4,14,2,8,4,14,21,1290,35,2,30,0,
11779108,1,0,2,8,4,14,7,10,4,15,31,1088,6,1,1,664,
11853396,6,0,7,8,2,20,7,4,6,8,31,874,46,2,47,122,
11853397,78,1,7,8,2,20,16,9,3,21,32,473,3,4,2,1055,
11853399,10,1,7,8,2,20,14,5,1,8,54,2467,30,4,40,85,
11853405,67,0,7,8,2,20,10,3,6,8,34,1132,27,3,10,150,
11853407,6,0,7,8,2,20,31,7,2,0,56,184,0,2,2,6,
11853408,34,1,7,8,2,20,16,5,3,11,110,1244,23,3,41,83,
11853411,2750,182,7,8,2,20,24,10,5,21,73,2434,24,3,22,1382,
11853413,86,5,7,8,2,20,13,3,7,22,17,847,21,3,26,512,
11853414,178,3,7,8,2,20,7,8,6,20,40,808,17,5,20,730,
11789915,1,0,3,8,5,6,17,7,2,4,64,598,47,5,51,17,
11789916,63,1,3,8,5,6,15,3,4,22,65,1365,23,3,65,140,
11789917,8,0,3,8,5,6,6,6,3,15,63,434,4,3,0,57,
11789920,465,32,3,8,5,6,28,9,2,8,51,216,0,2,2,674,
11789926,1,0,3,8,5,6,27,7,5,12,19,295,9,1,12,6,
11789928,95,3,3,8,5,6,6,1,5,5,43,3041,84,4,179,210,
11789930,1,0,3,8,5,6,3,8,5,2,85,2522,58,5,44,0,
11789932,49,0,3,8,5,6,17,1,1,10,27,3273,72,2,151,563,
11827606,349,8,6,8,1,12,22,6,3,11,46,649,9,3,12,411,
11827607,1094,49,6,8,1,12,23,4,1,19,84,935,21,5,21,104,
11826522,1,0,6,8,1,10,8,6,5,14,58,206,2,3,0,58,
11827704,1,0,6,8,1,12,6,8,1,12,57,700,14,2,22,0,
11827708,104,2,6,8,1,12,19,10,3,15,28,1351,36,2,8,291,
11827677,1,0,6,8,1,12,11,5,5,10,42,440,22,4,12,87,
11827678,121,5,6,8,1,12,13,3,5,13,78,413,5,2,6,1241,
11827717,1,0,6,8,1,12,13,3,2,10,49,104,0,2,0,146,
11827268,157,4,6,8,1,11,30,5,3,10,35,2053,74,5,134,68,
11827663,370,24,6,8,1,12,28,11,1,15,49,1274,11,4,15,251,
11883844,167,0,9,8,4,13,13,5,7,10,57,782,22,2,40,88,
11883307,114,15,9,8,4,12,11,6,1,15,28,1085,22,2,30,58,
11883308,477,51,9,8,4,12,8,2,3,10,63,352,0,3,0,183,
11883853,11,0,9,8,4,13,2,1,1,6,50,347,4,1,0,220,
11883798,766,50,9,8,4,13,14,9,3,8,72,637,9,4,8,330,
11883864,36,0,9,8,4,13,6,6,3,12,38,189,0,3,4,64,
11813333,153,0,5,8,7,2,8,5,2,1,49,334,5,1,0,89,
11813335,14,0,5,8,7,2,6,7,5,5,57,1551,37,4,129,29,
11813310,1,0,5,8,7,2,4,8,6,12,23,302,3,1,0,0,
11813336,122,5,5,8,7,2,15,6,5,19,23,1140,31,2,46,50,
11813338,21,0,5,8,7,2,21,7,6,16,74,2116,38,3,44,14,
11813340,22,2,5,8,7,2,17,3,6,0,26,900,23,2,16,140,
11813260,1,0,5,8,7,1,29,6,5,8,58,382,3,2,0,36,
11813261,1,2,5,8,7,1,29,6,5,7,36,1465,15,2,18,36,
11813345,1,0,5,8,7,2,17,4,2,11,42,775,25,1,26,109,
11813347,1,2,5,8,7,2,28,6,2,17,38,2339,62,2,140,403,
11779138,466,32,2,8,4,14,14,5,1,14,55,686,10,3,14,80,
11779143,101,16,2,8,4,14,29,7,7,16,27,1433,35,3,35,3,
11779035,325,4,2,8,4,14,10,6,4,19,42,392,8,3,2,783,
11779149,1,0,2,8,4,14,2,8,4,13,35,252,9,3,0,0,
11779139,1,0,2,8,4,14,2,8,4,14,50,1625,35,4,103,0,
11779140,13063,198,2,8,4,14,26,12,5,5,64,373,8,2,4,1315,
11779155,938,2,2,8,4,14,17,12,5,10,69,1472,32,4,27,594,
11779159,41,0,2,8,4,14,13,7,5,13,69,2169,52,3,67,20,
11934820,1,0,13,8,1,13,13,8,1,13,33,1880,60,5,96,0,
11934822,18,0,13,8,1,13,23,7,1,13,57,2903,85,4,138,21,
11934825,1,0,13,8,1,13,13,8,1,13,63,1512,56,1,11,0,
11934827,1,0,13,8,1,13,26,6,2,15,50,902,24,1,0,47,
11934828,1736,74,13,8,1,13,11,4,1,14,72,1260,33,3,69,489,
11934832,389,6,13,8,1,13,22,11,2,9,16,855,35,3,33,265,
11934840,100,1,13,8,1,13,11,4,3,14,78,255,0,4,0,123,
11934841,1,0,13,8,1,13,14,12,3,7,85,323,1,2,0,243,
11853418,86,2,7,8,2,20,17,10,1,7,70,1719,12,5,8,295,
11853425,3,0,7,8,2,20,24,7,2,16,87,345,4,1,0,14,
11853429,5742,233,7,8,2,20,14,12,2,21,76,417,2,2,0,601,
11853149,347,21,7,8,2,20,14,6,2,21,27,1341,25,2,28,419,
11853046,450,2,7,8,2,20,23,5,7,21,68,893,17,4,21,806,
11853047,1,0,7,8,2,20,7,8,2,17,26,964,36,3,44,0,
11853430,73,0,7,8,2,20,5,12,1,11,26,600,6,5,4,246,
11853433,2906,172,7,8,2,20,24,11,4,0,54,4745,83,5,129,257,
11853316,1,0,7,8,2,20,7,8,2,20,94,522,4,4,6,0,
11853317,41,2,7,8,2,20,15,5,2,20,33,1168,22,2,16,84,
11910874,1578,97,11,8,6,1,18,4,1,10,57,1133,18,5,9,480,
11910878,75,3,11,8,6,1,21,12,3,23,18,740,4,2,0,233,
11910881,18,3,11,8,6,1,28,11,1,19,78,516,0,5,4,256,
11908049,80,8,10,8,5,19,11,12,5,19,23,1146,16,4,30,973,
11910889,3,0,11,8,6,1,28,1,6,20,43,597,2,3,2,195,
11910891,1,0,11,8,6,1,17,6,7,22,83,587,25,1,24,54,
11910892,144,30,11,8,6,1,26,3,1,5,23,494,5,3,4,137,
11910893,4725,91,11,8,6,1,6,1,4,20,41,590,17,2,20,582,
11910859,190,6,11,8,6,1,25,1,2,10,42,1109,27,2,42,563,
11910861,18,0,11,8,6,1,10,7,2,17,41,1148,34,1,41,31,
11910896,744,15,11,8,6,1,5,6,5,16,53,1265,17,5,21,1162,
11827622,270,62,6,8,1,12,17,2,5,13,49,396,7,3,8,170,
11827623,10,0,6,8,1,12,2,7,1,8,43,199,2,1,0,35,
11827721,1,0,6,8,1,12,6,8,1,11,24,1706,37,1,78,0,
11827063,6405,216,6,8,1,11,15,7,3,9,23,1123,15,5,8,1118,
11827563,50,3,6,8,1,12,5,7,4,15,29,366,10,1,5,31,
11827734,323,0,6,8,1,12,21,11,1,21,80,800,24,3,46,258,
11883865,25,2,9,8,4,13,4,8,6,14,46,1571,51,3,21,4,
11883870,1341,150,9,8,4,13,25,4,3,9,59,2526,38,4,81,106,
11883872,22,0,9,8,4,13,27,6,3,7,54,1156,42,4,22,43,
11883874,484,18,9,8,4,13,18,10,1,13,39,3706,10,5,67,660,
11883877,10,0,9,8,4,13,10,5,4,15,59,462,15,3,12,90,
11883879,394,11,9,8,4,13,2,6,4,8,36,1151,29,2,58,434,
11883846,1,0,9,8,4,13,7,8,2,7,71,621,13,3,13,2,
11883848,1,0,9,8,4,13,9,8,4,13,42,1057,22,1,69,0,
11883880,3,0,9,8,4,13,5,7,4,14,29,1588,42,3,40,34,
11883884,135,0,9,8,4,13,26,3,1,19,34,558,9,3,10,135,
11883885,1910,59,9,8,4,13,16,9,2,2,38,648,4,3,2,1423,
11883891,1,0,9,8,4,13,22,6,5,17,56,26077,629,4,1741,47,
11827711,10,0,6,8,1,12,24,7,2,13,48,517,0,3,0,12,
11826120,1,0,6,8,1,10,4,7,3,11,26,1319,43,5,86,32,
11827741,2246,3,6,8,1,12,1,8,6,14,44,182,0,2,0,1100,
11827743,3281,62,6,8,1,12,29,10,4,14,73,1253,18,4,24,1011,
11827745,3,0,6,8,1,12,6,1,5,21,58,2004,74,3,102,212,
11827746,8,1,6,8,1,12,6,7,5,9,30,940,24,2,52,31,
11827747,10355,395,6,8,1,12,2,12,2,9,40,1091,26,4,30,1343,
11827748,61,4,6,8,1,12,29,9,4,11,32,190,1,2,0,312,
11827753,1,0,6,8,1,12,6,8,1,12,51,1514,31,4,51,0,
11789934,1,1,3,8,5,6,19,9,1,11,36,420,17,3,5,318,
11789941,244,16,3,8,5,6,22,6,5,10,85,3232,84,5,160,41,
11789949,1,0,3,8,5,6,3,8,5,6,27,972,21,2,58,0,
11789951,534,45,3,8,5,6,1,12,2,19,42,862,19,2,9,975,
11789952,1,0,3,8,5,6,3,8,5,5,52,315,3,1,2,0,
11789953,18,1,3,8,5,6,18,1,3,15,51,1032,30,4,31,197,
11789960,54,1,3,8,5,6,6,9,2,16,52,1072,8,3,16,331,
11789965,169,4,3,8,5,6,24,4,2,1,48,1085,21,2,30,101,
11789968,1054,99,3,8,5,6,3,11,4,11,27,431,7,4,2,273,
11853441,16,0,7,8,2,20,26,3,1,21,42,810,23,2,56,133,
11853447,1,0,7,8,2,20,7,8,2,20,23,293,2,2,2,0,
11853260,14,1,7,8,2,20,20,7,5,17,24,1353,45,3,75,18,
11853394,906,64,7,8,2,20,20,1,4,16,44,863,22,1,6,565,
11853449,97,2,7,8,2,20,13,5,3,19,46,372,10,2,6,1182,
11853455,163,6,7,8,2,20,25,6,1,18,16,374,5,4,6,43,
11853457,2304,115,7,8,2,20,26,7,2,19,37,686,21,4,28,378,
11853458,31,1,7,8,2,20,25,7,3,18,63,966,13,4,30,13,
11853459,403,8,7,8,2,20,1,11,2,13,30,435,5,2,4,280,
11853382,109,10,7,8,2,20,23,4,1,19,46,676,18,3,24,106,
11853460,901,65,7,8,2,20,1,5,6,15,23,641,20,3,23,829,
11779086,125,8,2,8,4,14,12,3,1,20,30,587,16,3,45,142,
11779088,338,9,2,8,4,14,28,1,4,21,28,747,23,2,5,916,
11779166,1,0,2,8,4,14,2,8,4,12,41,468,2,2,2,0,
11779172,528,54,2,8,4,14,7,2,2,22,41,927,12,3,12,176,
11779173,69,1,2,8,4,14,12,10,3,10,26,371,13,3,2,295,
11779156,130,19,2,8,4,14,15,10,6,14,61,961,34,2,7,292,
11779157,1,0,2,8,4,14,6,5,7,14,47,390,2,3,0,87,
11779158,1,0,2,8,4,14,2,8,4,14,35,445,4,1,0,0,
11779185,101,0,2,8,4,14,20,3,7,19,48,1647,29,3,16,500,
11779188,17,2,2,8,4,14,22,7,5,11,49,5186,138,3,231,377,
11882514,123,0,9,8,4,12,20,7,3,14,34,973,22,3,21,385,
11883895,1,0,9,8,4,13,9,8,4,6,22,338,5,2,8,0,
11883897,76,0,9,8,4,13,6,1,5,15,25,810,16,3,29,215,
11883899,1,0,9,8,4,13,9,8,4,13,69,159,3,2,0,0,
11883900,1166,72,9,8,4,13,26,4,1,13,32,329,8,3,2,835,
11883903,21,0,9,8,4,13,6,11,7,21,34,664,12,4,21,276,
11883913,63,2,9,8,4,13,14,7,3,22,39,446,14,2,29,756,
11883914,1,0,9,8,4,13,9,8,4,3,17,2235,83,1,138,0,
11883915,7,0,9,8,4,13,14,10,5,17,42,326,12,2,6,299,
11883920,92,3,9,8,4,13,5,3,1,6,77,185,0,2,0,157,
11827756,409,0,6,8,1,12,14,12,2,13,70,1557,43,1,99,600,
11827758,126,2,6,8,1,12,17,8,1,10,46,691,12,4,1,1085,
11827737,15,1,6,8,1,12,26,11,5,15,79,717,18,1,26,618,
11827739,94,0,6,8,1,12,25,1,3,6,53,778,30,3,15,194,
11827760,23,1,6,8,1,12,24,8,3,19,22,551,14,3,14,347,
11827761,33,0,6,8,1,12,3,6,7,4,38,379,6,4,0,64,
11827762,1276,18,6,8,1,12,30,10,7,8,24,269,0,4,2,281,
11827765,162,11,6,8,1,12,14,5,5,15,53,3871,87,2,92,814,
11827670,408,9,6,8,1,12,25,4,1,17,46,790,10,5,21,468,
11827672,391,12,6,8,1,12,23,4,5,14,35,1142,35,3,52,835,
11827769,8,0,6,8,1,12,30,7,1,8,34,718,10,5,5,7,
11826570,170,13,6,8,1,11,31,1,2,13,31,966,20,4,7,187,
11827771,1,0,6,8,1,12,6,8,1,12,46,1195,23,2,52,0,
11853423,1459,28,7,8,2,20,17,9,5,4,63,453,2,4,0,690,
11853464,9,0,7,8,2,20,10,12,6,0,43,654,11,3,26,241,
11853465,409,6,7,8,2,20,25,5,2,9,37,480,10,4,19,805,
11853467,1223,81,7,8,2,20,19,8,4,13,66,484,2,2,0,719,
11853360,491,12,7,8,2,20,13,1,4,3,30,630,14,3,18,572,
11853361,1,0,7,8,2,20,7,8,2,18,38,544,3,5,2,0,
11853473,1,0,7,8,2,20,7,8,2,20,26,3653,83,2,128,0,
11853476,25,0,7,8,2,20,23,7,1,11,26,614,15,4,20,15,
11853478,752,33,7,8,2,20,27,7,2,17,92,701,8,3,13,742,
11853479,1,0,7,8,2,20,7,8,2,20,74,1709,17,4,20,0,
11853482,32,2,7,8,2,20,9,6,6,20,43,2504,43,3,125,59,
11945590,1,0,14,8,2,4,7,8,2,13,26,1556,43,3,39,6,
11945581,1,1,14,8,2,4,27,1,5,13,47,98,1,3,0,199,
11945381,1,0,14,8,2,3,14,8,2,3,50,932,11,2,4,0,
11945531,20,2,14,8,2,4,27,1,5,14,29,386,0,4,6,199,
11945532,6,0,14,8,2,4,12,8,7,0,37,1106,26,1,10,1,
11945604,14,0,14,8,2,4,7,7,6,15,25,277,0,1,0,37,
11750763,12503,661,1,8,3,0,19,11,3,0,47,363,2,4,0,1350,
11750765,22,1,1,8,3,0,22,7,7,0,74,2061,57,1,63,9,
11750767,35,0,1,8,3,0,27,3,7,12,29,499,2,3,4,492,
11883922,1,0,9,8,4,13,9,8,4,13,40,547,4,4,2,0,
11883923,1,0,9,8,4,13,23,5,3,13,35,362,2,4,4,78,
11883932,161,2,9,8,4,13,8,3,4,11,64,864,12,5,12,154,
11883933,3,0,9,8,4,13,7,8,2,9,73,359,5,5,4,2,
11883934,13,0,9,8,4,13,31,7,2,13,30,303,26,3,0,9,
11883883,43,1,9,8,4,13,24,5,2,10,37,514,12,2,23,443,
11750779,1,0,1,8,3,0,31,7,2,0,73,914,1,4,4,0,
11750780,1,0,1,8,3,0,31,7,2,0,33,2420,65,3,80,0,
11750785,12,0,1,8,3,0,27,2,1,22,33,1117,26,2,26,155,
11750787,30,3,1,8,3,0,4,3,4,12,56,340,5,3,6,880,
11750790,125,5,1,8,3,0,6,12,2,12,30,466,15,4,13,238,
11750798,1,0,1,8,3,0,31,7,2,0,39,1085,14,3,5,0,
11750803,22,1,1,8,3,0,26,6,2,18,44,344,0,4,1,35,
11750806,1,0,1,8,3,0,31,7,2,0,46,517,14,4,10,0,
11750809,23,1,1,8,3,0,25,7,3,22,26,797,18,5,35,6,
11750813,1,0,1,8,3,0,30,9,5,0,27,277,5,3,6,305,
11789973,5,0,3,8,5,6,27,11,7,0,21,2599,57,4,120,249,
11789976,327,18,3,8,5,6,1,8,1,9,39,919,22,5,18,367,
11789981,1,0,3,8,5,6,3,8,5,6,73,211,4,2,0,0,
11789983,1323,125,3,8,5,6,9,12,5,10,53,1012,18,4,27,237,
11789990,47,4,3,8,5,6,29,5,2,4,44,147,5,2,4,66,
11789995,3,0,3,8,5,6,14,3,3,23,40,1420,32,3,32,141,
11853484,8,0,7,8,2,20,3,6,5,21,62,1460,24,5,10,430,
11853491,21,2,7,8,2,20,18,5,2,7,24,1734,37,2,31,812,
11853497,106,12,7,8,2,20,18,11,5,19,49,558,8,2,0,263,
11853498,1,0,7,8,2,20,7,8,2,20,35,2174,71,2,111,0,
11853508,546,4,7,8,2,20,1,4,7,1,49,318,2,3,0,128,
11853511,269,0,7,8,2,20,15,10,5,18,47,251,4,3,0,662,
11750817,126,7,1,8,3,0,3,1,2,20,33,320,4,3,0,210,
11750819,6,0,1,8,3,0,6,6,3,20,49,1033,24,3,17,55,
11750820,1281,96,1,8,3,0,13,10,4,6,31,274,4,2,1,292,
11750821,2478,140,1,8,3,0,6,5,7,22,23,560,17,5,26,86,
11750822,883,17,1,8,3,0,23,7,4,0,22,492,8,3,2,1104,
11750824,1,0,1,8,3,0,8,3,4,16,49,643,16,2,4,145,
11750827,112,2,1,8,3,0,11,5,3,9,46,970,6,5,0,447,
11750829,363,8,1,8,3,0,26,6,6,0,49,280,2,4,0,766,
11750831,15,1,1,8,3,0,4,8,3,19,43,417,0,2,2,727,
11750832,127,1,1,8,3,0,8,9,4,19,36,1426,38,3,20,327,
11750833,15,0,1,8,3,0,30,1,1,2,36,2717,59,2,70,183,
11750834,49,0,1,8,3,0,9,4,1,1,27,198,0,4,2,113,
11750836,1,0,1,8,3,0,1,8,3,0,76,1521,23,1,0,0,
11750837,1,0,1,8,3,0,31,7,2,0,109,807,6,5,3,0,
11750838,2816,159,1,8,3,0,24,11,4,0,74,2707,51,5,59,250,
11750839,1,1,1,8,3,0,14,7,6,16,71,1359,41,4,42,17,
11750840,253,9,1,8,3,0,1,5,7,17,48,687,20,2,6,457,
11910899,111,0,11,8,6,1,21,12,1,0,56,2364,64,3,93,964,
11910903,2571,124,11,8,6,1,30,9,2,4,69,1218,10,4,4,1410,
11910905,1,0,11,8,6,1,8,6,3,13,29,806,10,3,0,429,
11910908,24,0,11,8,6,1,20,4,3,12,61,602,9,4,10,478,
11910917,120,4,11,8,6,1,21,9,3,19,40,432,9,5,3,324,
11910918,135,5,11,8,6,1,28,11,7,19,88,834,8,4,2,621,
11910919,556,7,11,8,6,1,21,8,5,13,73,693,20,3,52,1085,
11779192,3045,62,2,8,4,14,29,6,2,13,87,542,13,3,6,765,
11779196,3,0,2,8,4,14,16,7,1,8,33,299,8,5,2,17,
11778225,111,0,2,8,4,13,6,3,2,8,49,418,16,1,46,149,
11779202,1,0,2,8,4,14,2,8,4,14,43,419,7,1,0,0,
11779204,1,1,2,8,4,14,29,5,2,2,41,786,19,4,49,65,
11779005,843,75,2,8,4,14,23,11,2,17,45,287,3,1,0,617,
11779008,1,0,2,8,4,14,26,7,4,20,19,269,4,4,7,6,
11827778,587,73,6,8,1,12,6,11,6,13,67,596,7,3,2,638,
11827557,1,0,6,8,1,12,6,8,1,12,21,170,1,2,2,0,
11827784,10,0,6,8,1,12,30,7,1,21,23,799,27,3,57,6,
11827788,442,26,6,8,1,12,30,1,1,12,33,49,1,4,0,188,
11827789,564,14,6,8,1,12,1,6,2,10,40,187,0,2,0,797,
11827790,343,9,6,8,1,12,18,5,2,11,59,1850,31,5,64,811,
11827791,18,0,6,8,1,12,29,4,7,18,77,2277,83,3,161,98,
11827045,490,8,6,8,1,11,26,11,6,6,68,1156,38,3,6,254,
11827046,737,27,6,8,1,11,9,3,3,6,79,260,5,2,0,516,
11827047,1,0,6,8,1,11,16,7,1,8,49,493,6,2,0,21,
11827794,2743,93,6,8,1,12,13,10,2,10,56,777,23,3,26,1028,
11827797,23,0,6,8,1,12,19,4,4,16,63,1010,25,5,26,108,
11827800,1,0,6,8,1,12,31,7,2,13,42,941,15,3,22,5,
11827801,72,13,6,8,1,12,15,6,3,19,47,1100,22,3,30,417,
11750844,54,6,1,8,3,0,4,4,3,17,17,911,15,2,24,118,
11750845,1113,10,1,8,3,0,19,8,5,18,31,619,15,1,16,347,
11750848,10,1,1,8,3,0,20,1,5,5,48,550,5,2,9,193,
11750852,159,0,1,8,3,0,13,3,2,21,80,526,8,3,1,140,
11750856,902,36,1,8,3,0,28,12,3,8,69,643,0,1,0,216,
11750858,45,4,1,8,3,0,9,2,4,0,31,230,4,2,0,173,
11750859,8,0,1,8,3,0,28,2,2,21,48,423,0,2,0,154,
11750861,1,0,1,8,3,0,25,7,3,23,101,704,11,1,10,6,
11750862,17367,715,1,8,3,0,14,4,2,3,77,381,6,2,6,1204,
11750863,1,0,1,8,3,0,26,7,4,0,81,466,4,4,2,5,
11750865,18,2,1,8,3,0,22,8,7,22,49,595,9,5,0,709,
11750866,40,0,1,8,3,0,5,8,4,2,44,9753,267,4,904,726,
11750867,1,0,1,8,3,0,1,8,3,0,49,231,7,3,2,0,
11750870,59,0,1,8,3,0,11,4,3,2,38,409,11,2,0,111,
11750873,80,3,1,8,3,0,2,12,4,1,39,733,18,2,25,607,
11750874,13,0,1,8,3,0,2,7,1,22,65,756,25,3,29,29,
11750876,28047,787,1,8,3,0,29,8,5,10,48,2342,59,4,122,1432,
11750881,100,3,1,8,3,0,20,11,7,1,59,732,19,3,29,254,
11750883,33,2,1,8,3,0,22,6,1,23,36,1101,42,2,59,1135,
11750888,9,0,1,8,3,0,27,7,5,1,23,198,11,3,4,4,
11750889,60,2,1,8,3,0,19,3,6,22,41,478,10,2,4,500,
11750890,15,0,1,8,3,0,21,7,6,18,44,416,17,2,41,10,
11750894,19,4,1,8,3,0,24,5,4,1,34,561,9,3,6,68,
11750901,11,0,1,8,3,0,28,7,6,2,50,171,2,3,0,3,
11750903,9,0,1,8,3,0,5,7,1,17,29,723,29,1,10,757,
11883694,1,0,9,8,4,13,13,3,7,18,47,166,1,2,0,514,
11883949,526,12,9,8,4,13,5,10,2,13,20,651,13,3,13,673,
11883954,89,1,9,8,4,13,27,5,7,16,31,533,9,1,25,73,
11883956,80,7,9,8,4,13,20,1,4,13,59,423,4,4,0,566,
11883957,1,0,9,8,4,13,9,8,4,13,31,373,2,2,0,0,
11853502,250,5,7,8,2,20,9,8,7,20,38,1070,27,3,51,1094,
11853504,214,0,7,8,2,20,30,9,5,16,74,580,12,1,13,312,
11853512,25,0,7,8,2,20,5,7,4,20,56,2664,81,4,96,32,
11853513,32,2,7,8,2,20,2,7,1,15,23,1326,19,3,38,36,
11853524,627,5,7,8,2,20,18,4,1,0,38,686,10,5,33,476,
11853525,712,0,7,8,2,20,29,9,4,8,31,101,1,3,2,313,
11853529,32,0,7,8,2,20,14,4,6,4,33,128,1,1,0,115,
11853533,127,12,7,8,2,20,27,7,5,16,56,686,6,1,0,11,
11853534,58,1,7,8,2,20,3,8,5,20,43,284,0,2,2,4,
11852202,156,1,7,8,2,19,13,9,1,9,56,358,6,3,0,694,
11750908,176,3,1,8,3,0,3,10,1,1,32,1358,34,3,86,302,
11750909,532,33,1,8,3,0,4,6,6,5,62,439,11,5,15,423,
11750913,1,0,1,8,3,0,1,8,3,0,87,2345,62,3,36,0,
11750921,1,0,1,8,3,0,28,7,6,14,105,1058,18,3,20,3,
11750926,16,0,1,8,3,0,20,1,5,21,36,624,0,4,0,193,
11750928,2694,216,1,8,3,0,22,3,2,17,52,435,0,3,0,497,
11750938,194,5,1,8,3,0,29,11,2,14,29,1060,28,2,29,245,
11750942,541,23,1,8,3,0,25,6,5,14,29,851,23,2,33,767,
11750943,3,0,1,8,3,0,31,7,2,19,54,816,9,1,0,0,
11750949,1,1,1,8,3,0,8,7,7,21,55,565,4,3,0,23,
11750951,44,2,1,8,3,0,10,7,2,17,27,1020,27,3,4,21,
11750957,72,0,1,8,3,0,5,3,1,23,42,806,21,2,23,148,
11750960,262,3,1,8,3,0,5,10,3,5,72,2002,30,1,20,300,
11750963,73,15,1,8,3,0,17,2,4,9,43,311,0,5,0,530,
11750964,1332,51,1,8,3,0,12,6,7,4,50,1760,22,5,20,415,
11750965,91,1,1,8,3,0,3,10,1,8,33,219,2,5,0,302,
11750966,1213,86,1,8,3,0,8,2,3,0,53,903,18,2,16,175,
11750979,1,0,1,8,3,1,3,5,4,14,86,87,0,1,0,89,
11750980,1,4,1,8,3,1,15,6,5,6,42,122,0,1,0,46,
11750982,70,3,1,8,3,1,8,3,4,17,41,633,0,4,6,145,
11750983,423,20,1,8,3,1,15,10,6,4,39,1111,30,2,22,290,
11750984,40,0,1,8,3,1,6,4,3,16,80,607,11,1,0,482,
11750986,1,0,1,8,3,1,24,5,4,6,46,2403,59,3,32,68,
11750988,124,0,1,8,3,1,26,6,7,19,35,120,0,4,0,401,
11750989,1,0,1,8,3,1,17,6,7,18,24,578,21,5,18,44,
11750990,11,0,1,8,3,1,15,6,5,14,82,2450,66,1,105,46,
11750992,1,0,1,8,3,1,31,7,2,23,35,376,19,2,11,0,
11750995,6659,302,1,8,3,1,14,8,5,22,44,628,4,3,4,1082,
11750999,1,0,1,8,3,1,24,1,2,17,35,152,0,4,0,189,
11751006,361,26,1,8,3,1,20,10,4,2,52,6863,110,4,184,285,
11751008,1,0,1,8,3,1,1,8,3,0,76,397,2,2,0,0,
11751009,11,0,1,8,3,1,10,7,2,17,58,1903,52,4,80,21,
11751010,1,1,1,8,3,1,27,7,5,2,53,1402,38,5,52,4,
11751011,1,0,1,8,3,1,6,3,7,11,77,3434,70,5,145,513,
11751012,76,1,1,8,3,1,14,6,2,9,56,539,11,5,10,413,
11827599,401,17,6,8,1,12,30,7,5,7,59,700,23,2,44,738,
11827802,1,0,6,8,1,12,6,8,1,12,53,761,31,4,2,0,
11827803,100,8,6,8,1,12,9,4,1,9,81,816,8,4,14,119,
